gene,EN_Rest,HC_Rest,NL_Rest,PE_Rest,EN_Stim8hr,HC_Stim8hr,NL_Stim8hr,PE_Stim8hr,EN_Stim48hr,HC_Stim48hr,NL_Stim48hr,PE_Stim48hr,ncell_min,umap_x,umap_y,leiden,drug_target_status,approved_drugs,pharos_tdl,tractability_modality,immune_disease_assoc,depmap_essentiality,gnomad_loeuf,function,pathway_family,protein_class_family,nearest_string_neighbors,is_deep_subset
PIGR,6.976642608642578,0.4068938493728637,0.6907198429107666,0.7551565170288086,6.60029935836792,0.3064322471618652,0.997502863407135,0.9120469093322754,7.901000499725342,0.8422075510025024,0.993078351020813,0.8290497660636902,55,6.414895,1.7170018,1,no_known_drug,NOT_FOUND,Tbio,antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.076,LOEUF=0.439; pLI=0.9997,[Polymeric immunoglobulin receptor]: Mediates selective transcytosis of polymeric IgA and IgM across mucosal epithelial cells.,Immune System,CD300 family immune receptors,JCHAIN(0.999); PIGA(0.991); LOC102723407(0.969); RAB3B(0.934); IL2(0.927),False
PIGS,5.345047473907471,0.1583172678947448,0.9148169755935668,0.8959535360336304,7.792232036590576,0.7813268899917603,0.8888230919837952,0.759827733039856,7.560942649841309,0.6717379093170166,0.7251218557357788,0.7243555784225464,55,9.6654005,0.82462066,7,no_known_drug,NOT_FOUND,Tdark,PROTAC_degrader; antibody; small_molecule,inflammatory bowel disease(0.007),not_common_essential; mean_geneEffect=-0.289,LOEUF=0.761; pLI=0.0,Component of the glycosylphosphatidylinositol-anchor (GPI-anchor) transamidase (GPI-T) complex that catalyzes the formation of the linkage between a proprotein and a GPI-anchor and participates in GPI anchored protein biosynthesis.,Metabolism of proteins,Phosphatidylinositol-glycan biosynthesis class S protein,PIGK(0.999); PIGU(0.999); PIGT(0.999); GPAA1(0.999); PIGO(0.964),False
PIGT,7.985629081726074,0.9754860401153564,0.523744523525238,0.4955267310142517,7.91098165512085,0.9326282143592834,0.9660955667495728,0.8854773640632629,7.559177398681641,0.6359086632728577,0.505567193031311,0.4465546309947967,63,11.031044,6.0499363,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.06,LOEUF=1.085; pLI=0.0,Component of the glycosylphosphatidylinositol-anchor (GPI-anchor) transamidase (GPI-T) complex that catalyzes the formation of the linkage between a proprotein and a GPI-anchor and participates in GPI anchored protein biosynthesis .,Metabolism of proteins,GPI transamidase component PIG-T,PIGK(0.999); PIGS(0.999); GPAA1(0.999); PIGU(0.999); PIGO(0.984),False
PIGV,7.216649532318115,0.6231281161308289,0.6077587604522705,0.5793293714523315,7.594448566436768,0.7724316716194153,0.8937516212463379,0.7955912351608276,7.721132755279541,0.7145713567733765,0.5385630130767822,0.5773895978927612,64,9.57769,5.3353357,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.205,LOEUF=0.903; pLI=0.0,"Alpha-1,6-mannosyltransferase that catalyzes the transfer of the second mannose, via an alpha-1,6 bond, from a dolichol-phosphate-mannose (Dol-P-Man) to a 2-acyl-6-(alpha-D-mannosyl-(1->4)-alpha-D-glucosaminyl)-1-(1-radyl,2-acyl-sn-glycero-3-phospho)-1D-myo-inositol (also termed H2) intermediate to ",Metabolism of proteins,GPI mannosyltransferase 2,PIGM(0.989); PIGB(0.986); PIGN(0.976); DPM2(0.94); PIGO(0.93),False
PIGX,5.828685283660889,0.2072626948356628,1.0591009855270386,0.7825487852096558,7.788587093353272,0.8308296799659729,0.573369026184082,0.5977845191955566,7.920077800750732,0.8689152598381042,0.719752311706543,0.7012641429901123,34,8.811571,2.4998293,7,no_known_drug,NOT_FOUND,Tdark,PROTAC_degrader; antibody,allergic disease(0.275); systemic lupus erythematosus(0.136),not_common_essential; mean_geneEffect=-0.059,LOEUF=1.738; pLI=0.0129,"Stabilizing subunit of the glycosylphosphatidylinositol-mannosyltransferase I complex which catalyzes the transfer of the first mannose, via an alpha-1,4 bond from a dolichol-phosphate-mannose (Dol-P-Man) to the glucosaminyl acyl phosphatidylinositol (GlcN-(acyl)PI) intermediate to generate alpha-D-",Metabolism of proteins,"Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1; Phosphatidylinositol-glycan biosynthesis class X protein",PIGM(0.995); VARS1(0.602); EIF2AK4(0.593); EPRS1(0.578); GTPBP3(0.572),False
PIK3CA,7.6387152671813965,0.7623671293258667,0.5646349191665649,0.4553506970405578,6.357933521270752,0.4846740961074829,0.5803022384643555,0.6072970628738403,7.167760372161865,0.6933045387268066,0.4041568040847778,0.3586165308952331,100,11.843959,8.602543,3,approved_target,APPROVED: ALPELISIB; COPANLISIB; COPANLISIB HYDROCHLORIDE; INAVOLISIB | CANDIDATES: APITOLISIB[P2]; AZD-6482[UNKNOWN]; BAY-1082439[P1]; BGT-226[PHASE_1_2]; BUPARLISIB[P3]; DACTOLISIB[P3]; DS-7423[P1]; FIMEPINOSTAT[P2],Tclin,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,common_essential; mean_geneEffect=-0.508,LOEUF=0.221; pLI=1.0,Phosphoinositide-3-kinase (PI3K) phosphorylates phosphatidylinositol (PI) and its phosphorylated derivatives at position 3 of the inositol ring to produce 3-phosphoinositides .,Cell-Cell communication; Cellular responses to stimuli; Developmental Biology; Disease; Hemostasis; Immune System; Metabolism; Signal Transduction,Phosphatidylinositol 3-/4-kinase,PIK3R5(0.999); PIK3R2(0.999); IRS1(0.999); EGFR(0.999); PIK3R3(0.999),True
PIK3CG,6.401154518127441,0.4412987828254699,0.9898550510406494,0.6686390042304993,7.91239595413208,0.9404642581939696,0.7091465592384338,0.6627700328826904,6.95060396194458,0.5084996223449707,0.4676963686943054,0.4960305392742157,79,10.494008,2.9613497,2,approved_target,APPROVED: DUVELISIB; DUVELISIB MONOHYDRATE | CANDIDATES: APITOLISIB[P2]; AZD-6482[UNKNOWN]; BGT-226[PHASE_1_2]; BUPARLISIB[P3]; CAL-263[P1]; DACTOLISIB[P3]; DS-7423[P1]; EGANELISIB[P2],Tclin,PROTAC_degrader; antibody; small_molecule,B-cell chronic lymphocytic leukemia(0.566); immunodeficiency 72 with autoinflammation(0.554); follicular lymphoma(0.552); immunodeficiency 97 with autoinflammation(0.533); neoplasm of mature B-cells(0.434),not_common_essential; mean_geneEffect=-0.042,LOEUF=0.657; pLI=0.0,"Phosphoinositide-3-kinase (PI3K) that phosphorylates PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3).",Disease; Hemostasis; Immune System; Metabolism; Signal Transduction,Phosphatidylinositol 3-/4-kinase,PIK3R3(0.999); PIK3R1(0.999); PIK3R6(0.999); PIK3R5(0.999); PIK3R2(0.999),True
PIK3R2,6.586779594421387,0.4075339436531067,0.7672154903411865,0.5806083679199219,7.98018217086792,0.9857478737831116,0.6719512939453125,0.6554701328277588,7.35148811340332,0.649238109588623,0.4941595792770386,0.5003668665885925,83,11.13728,4.061055,4,clinical_target,CANDIDATES: APITOLISIB[P2]; AZD-6482[UNKNOWN]; BGT-226[PHASE_1_2]; BUPARLISIB[P3]; DACTOLISIB[P3]; DS-7423[P1]; GEDATOLISIB[P3]; GSK-1059615[P1],Tbio,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.14,LOEUF=0.761; pLI=0.0,"Regulatory subunit of phosphoinositide-3-kinase (PI3K), a kinase that phosphorylates PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3).",Cell-Cell communication; Cellular responses to stimuli; Developmental Biology; Disease; Hemostasis; Immune System; Metabolism; Signal Transduction,Rho GTPase activation protein; SH2 domain superfamily,PIK3R3(0.999); PIK3R1(0.999); PIK3CB(0.999); PIK3CD(0.999); PIK3CA(0.999),True
PILRA,5.366942882537842,0.1127037405967712,0.7459923028945923,0.8828171491622925,7.674044609069824,0.8640344142913818,0.4701165556907654,0.6205472350120544,7.0637664794921875,0.5191117525100708,0.8907351493835449,0.7360038757324219,100,10.0558605,0.755948,7,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.106,LOEUF=1.426; pLI=0.0,Paired receptors consist of highly related activating and inhibitory receptors and are widely involved in the regulation of the immune system.,Immune System,Immunoregulatory Receptor-like,PTPN11(0.982); PILRB(0.978); CD99(0.974); CD99L2(0.968); GYPC(0.88),False
PIMREG,7.113813877105713,0.7749330401420593,0.7071895003318787,0.6192293167114258,7.808562755584717,0.8275288343429565,0.5599796772003174,0.6895790696144104,6.210986137390137,0.3919505476951599,0.4311829805374145,0.5455182194709778,51,10.025279,4.743294,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=-0.165,LOEUF=1.135; pLI=0.0,"During mitosis, may play a role in the control of metaphase-to-anaphase transition.",NOT_FOUND,RCS1,CENPA(0.863); CDCA3(0.834); KIF20A(0.829); BUB1(0.79); CCNB2(0.754),False
PINK1,7.699705600738525,0.7078448534011841,0.8367756605148315,0.7934032082557678,5.888071537017822,0.2234342098236084,1.2038813829421997,0.9124131202697754,7.880275249481201,0.8185356855392456,0.6266734600067139,0.7769801616668701,32,6.063622,1.4325368,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.0,LOEUF=1.315; pLI=0.0,Serine/threonine-protein kinase which acts as a sensor of mitochondrial damage and protects against mitochondrial dysfunction during cellular stress .,Autophagy; Gene expression (Transcription),Mitochondrial Quality Control and Scaffold Kinases,PRKN(0.999); MFN2(0.999); PARK7(0.999); BECN1(0.996); FBXO7(0.995),False
PIP4K2C,6.899637222290039,0.5626827478408813,0.4916003346443176,0.6222361326217651,7.993710041046143,0.9905000925064088,0.5406415462493896,0.7754345536231995,7.767258167266846,0.7287695407867432,0.7069592475891113,0.6353508234024048,50,8.957188,6.047711,6,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody; small_molecule,autoimmune disorder of central nervous system(0.347); common variable immunodeficiency(0.066); isolated agammaglobulinemia(0.063); X-linked lymphoproliferative disease(0.063); autoimmune lymphoproliferative syndrome(0.058),not_common_essential; mean_geneEffect=-0.129,LOEUF=0.719; pLI=0.0142,Phosphatidylinositol 5-phosphate 4-kinase with low enzymatic activity.,Gene expression (Transcription); Metabolism; Signal Transduction,Phosphatidylinositol-4/5-phosphate 5/4-kinase,PIP4K2A(0.973); PIP4K2B(0.949); PIKFYVE(0.929); PIK3CG(0.926); INPP5E(0.925),True
PIP5K1A,5.362303256988525,0.1096454858779907,0.7902272939682007,0.8988336324691772,7.830079555511475,0.8602773547172546,0.5476322174072266,0.5250380039215088,7.572818756103516,0.616789698600769,1.046553611755371,0.9053231477737428,72,9.875716,0.5311758,7,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,multiple sclerosis(0.415),common_essential; mean_geneEffect=-0.494,LOEUF=0.754; pLI=0.0003,"Catalyzes the phosphorylation of phosphatidylinositol 4-phosphate (PtdIns(4)P/PI4P) to form phosphatidylinositol 4,5-bisphosphate (PtdIns(4,5)P2/PIP2), a lipid second messenger that regulates several cellular processes such as signal transduction, vesicle trafficking, actin cytoskeleton dynamics, ce",Metabolism; Signal Transduction,Phosphatidylinositol-4/5-phosphate 5/4-kinase,PIP5K1C(0.973); PI4KB(0.971); ARF6(0.964); PI4K2A(0.964); PIP5KL1(0.961),False
PIP5K1C,6.301290512084961,0.2619673013687134,0.6681891679763794,0.6914665699005127,7.906771659851074,0.8530329465866089,0.6410214900970459,0.6523029804229736,5.848952770233154,0.1679159998893737,0.8108382821083069,0.9802874326705932,58,2.9856339,4.6654797,5,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody; small_molecule,autoimmune disorder of central nervous system(0.361),not_common_essential; mean_geneEffect=-0.014,LOEUF=0.753; pLI=0.0,"Catalyzes the phosphorylation of phosphatidylinositol 4-phosphate (PtdIns(4)P/PI4P) to form phosphatidylinositol 4,5-bisphosphate (PtdIns(4,5)P2/PIP2), a lipid second messenger that regulates several cellular processes such as signal transduction, vesicle trafficking, actin cytoskeleton dynamics, ce",Cell-Cell communication; Developmental Biology; Metabolism; Signal Transduction; Vesicle-mediated transport,Phosphatidylinositol-4/5-phosphate 5/4-kinase,TLN1(0.999); ARF6(0.974); PIP5K1A(0.973); PI4KB(0.972); TLN2(0.969),True
PIR,6.415482997894287,0.3355693221092224,0.6132510304450989,0.7183928489685059,7.215319156646728,0.5535390377044678,0.4773529171943664,0.5317552089691162,7.678791046142578,0.6680493950843811,0.71512770652771,0.5716292262077332,71,9.236638,6.177712,4,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.099,NOT_FOUND,Transcriptional coregulator of NF-kappa-B which facilitates binding of NF-kappa-B proteins to target kappa-B genes in a redox-state-dependent manner.,Digestion and absorption,Pirin,BCL3(0.983); PIWIL4(0.981); PIWIL1(0.971); PIWIL2(0.941); CTF1(0.91),True
PITPNA,7.023918151855469,0.4582117199897766,0.7831153869628906,0.6056969165802002,7.998071670532227,0.998206615447998,0.8785590529441833,0.9566318988800048,7.119051456451416,0.665708065032959,0.3757699728012085,0.4290927052497864,83,11.067145,3.61771,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,food allergy(0.16),not_common_essential; mean_geneEffect=0.06,LOEUF=0.481; pLI=0.9873,Catalyzes the transfer of phosphatidylinositol (PI) and phosphatidylcholine (PC) between membranes .,Developmental Biology; Immune System,Phosphatidylinositol transfer protein,PITPNM3(0.934); YWHAE(0.901); PAFAH1B1(0.89); SCARF1(0.858); BHLHA9(0.834),False
PITPNM1,7.890629291534424,0.9081671833992004,0.5754019021987915,0.6091533899307251,7.972057819366455,0.9796581864356996,0.6498330235481262,0.7460765838623047,7.128551006317139,0.5440174341201782,0.5908197164535522,0.5601112842559814,69,9.996749,6.14148,6,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,22q11.2 deletion syndrome(0.056),not_common_essential; mean_geneEffect=-0.22,LOEUF=0.738; pLI=0.0,Membrane-associated phosphatidylinositol (PI) transfer protein that shuttles PI between intracellular membranes and thereby maintains plasma-membrane phosphoinositide signaling competence .,Metabolism,Phosphatidylinositol transfer protein,VAPB(0.948); PTK2B(0.944); VAPA(0.901); OCM2(0.866); OCM(0.826),False
PITX2,6.120268821716309,0.4477935433387756,0.5209975242614746,0.611683189868927,7.814877986907959,0.8932313919067383,0.5886031985282898,0.576981246471405,7.275951862335205,0.7142852544784546,0.3911429643630981,0.4383964836597442,86,12.711001,4.809758,4,no_known_drug,NOT_FOUND,Tbio,NOT_FOUND,NOT_FOUND,not_common_essential; mean_geneEffect=0.0,LOEUF=0.41; pLI=0.9974,May play a role in myoblast differentiation.,Gene expression (Transcription),Homeobox protein Pitx/unc30,FOXC1(0.991); CTNNB1(0.963); LEFTY2(0.922); LEFTY1(0.873); CYP1B1(0.832),False
PITX3,6.4231696128845215,0.5580188632011414,0.6532258987426758,0.6216793060302734,7.752270221710205,0.7170236110687256,0.5338355898857117,0.6812223196029663,5.547821998596191,0.1698827743530273,0.8348284959793091,0.9163644313812256,73,3.2774081,5.161501,5,no_known_drug,NOT_FOUND,Tbio,NOT_FOUND,NOT_FOUND,not_common_essential; mean_geneEffect=-0.078,LOEUF=0.691; pLI=0.769,Transcriptional regulator which is important for the differentiation and maintenance of meso-diencephalic dopaminergic (mdDA) neurons during development.,NOT_FOUND,Homeobox protein Pitx/unc30,NR4A2(0.966); FOXE3(0.943); BFSP2(0.878); GJA8(0.863); GJA3(0.851),False
PJA1,5.456391334533691,0.1132331490516662,0.8012405633926392,0.8917489647865295,7.487555027008057,0.7010599374771118,1.222668170928955,0.8924118876457214,6.989218235015869,0.4638848900794983,0.5659694671630859,0.8490050435066223,37,9.310518,1.0354899,7,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader,NOT_FOUND,not_common_essential; mean_geneEffect=0.064,NOT_FOUND,Has E2-dependent E3 ubiquitin-protein ligase activity.,Immune System,"Zinc finger, RING/FYVE/PHD-type",MAGED1(0.997); NSMCE3(0.872); OPHN1(0.84); UBE2D2(0.838); NSMCE4A(0.827),False
PJA2,6.170359134674072,0.4296826124191284,0.717720627784729,0.687371015548706,6.730011940002441,0.3778601884841919,1.091886043548584,0.9082558155059814,7.44083309173584,0.6524999737739563,0.4161577224731445,0.402385950088501,100,7.13928,0.1722277,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=0.053,LOEUF=0.48; pLI=0.993,Has E2-dependent E3 ubiquitin-protein ligase activity .,Immune System,"Zinc finger, RING/FYVE/PHD-type",UBE2D2(0.821); MAGED1(0.775); MFHAS1(0.738); SERINC1(0.659); UBE2D3(0.659),False
PKD1,7.1526618003845215,0.6384658217430115,0.6418939232826233,0.4846075773239136,7.733020305633545,0.8529999256134033,1.084246277809143,0.8839907646179199,7.60350513458252,0.6690673828125,0.4567766189575195,0.5625118613243103,69,10.007546,5.3089614,2,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.271,LOEUF=0.364; pLI=1.0,"Component of a heteromeric calcium-permeable ion channel formed by PKD1 and PKD2 that is activated by interaction between PKD1 and a Wnt family member, such as WNT3A and WNT9B .",Organelle biogenesis and maintenance,Polycystic kidney disease type 1 protein,PKD2(0.999); PKHD1(0.969); TSC2(0.951); TRPC1(0.902); PRKD1(0.893),False
PKD2,7.178016185760498,0.4804606437683105,0.5898510217666626,0.4502413272857666,6.7781982421875,0.4279866814613342,0.3467716574668884,0.4295087158679962,7.984930038452148,0.9650883078575134,0.5569459795951843,0.6821117401123047,100,10.086651,8.582515,6,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.058,LOEUF=0.684; pLI=0.0002,Forms a nonselective cation channel .,Organelle biogenesis and maintenance,Polycystic kidney disease type 2 protein; Polycystin,PKD1(0.999); TRPC1(0.997); PKHD1(0.983); TRPV4(0.974); ADCY5(0.932),True
PKIA,7.858628749847412,0.8752501010894775,0.8114616870880127,0.6683524250984192,7.64871072769165,0.7962160706520081,0.8627742528915405,0.7982481718063354,7.918404579162598,0.8692067265510559,1.1446502208709717,0.9227467775344848,100,6.8480124,4.4748354,0,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; small_molecule,multiple sclerosis(0.279),not_common_essential; mean_geneEffect=-0.003,LOEUF=1.476; pLI=0.359,"Extremely potent competitive inhibitor of cAMP-dependent protein kinase activity, this protein interacts with the catalytic subunit of the enzyme after the cAMP-induced dissociation of its regulatory chains.",NOT_FOUND,cAMP-dependent protein kinase inhibitor,PRKACA(0.998); PRKACB(0.984); PKIG(0.982); PRKACG(0.979); XPO1(0.964),False
PKIG,6.84923791885376,0.5229522585868835,0.4987744092941284,0.5777342319488525,7.869567394256592,0.9308478236198424,0.9810373783111572,0.9001922011375427,7.635026931762695,0.6835733652114868,0.356684923171997,0.498171329498291,87,10.969424,4.8981504,4,no_known_drug,NOT_FOUND,Tbio,antibody,"Severe combined immunodeficiency due to adenosine deaminase deficiency(0.584); severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency(0.584); severe combined immunodeficiency(0.523); partial adenosine deaminase deficiency(0.487); severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive(0.34)",not_common_essential; mean_geneEffect=-0.066,LOEUF=1.08; pLI=0.5404,"Extremely potent competitive inhibitor of cAMP-dependent protein kinase activity, this protein interacts with the catalytic subunit of the enzyme after the cAMP-induced dissociation of its regulatory chains.",NOT_FOUND,cAMP-dependent protein kinase inhibitor,PKIA(0.982); ADA(0.771); PRKACB(0.764); PRKACA(0.653); PKIB(0.637),False
PKN2,7.852271556854248,0.8941919803619385,0.4502798914909363,0.6052383184432983,7.968696594238281,0.9698790311813354,0.8808233141899109,0.7704391479492188,6.926257610321045,0.589900016784668,0.3580201268196106,0.3687336146831512,51,11.094197,6.0781245,2,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody; small_molecule,autoimmune disorder of central nervous system(0.367),not_common_essential; mean_geneEffect=-0.346,LOEUF=0.428; pLI=0.9997,PKC-related serine/threonine-protein kinase and Rho/Rac effector protein that participates in specific signal transduction responses in the cell.,Cellular responses to stimuli; Signal Transduction,C2 domain superfamily; HR1 repeat superfamily,PDPK1(0.996); RHOA(0.992); MEFV(0.956); PKN1(0.923); PKN3(0.906),True
PKP2,6.479772567749023,0.5675451755523682,0.6933724284172058,0.7131720781326294,7.002213478088379,0.5211448073387146,0.5518347024917603,0.669938325881958,7.833691596984863,0.7804285287857056,0.5133829116821289,0.7227284908294678,50,9.249586,6.2745867,4,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=-0.131,LOEUF=1.106; pLI=0.0,A component of desmosome cell-cell junctions which are required for positive regulation of cellular adhesion .,Developmental Biology,Plakophilin/Delta catenin,DSG2(0.999); DSP(0.999); DSC2(0.999); JUP(0.991); CTNNA3(0.982),False
PLA2G12A,5.428124904632568,0.1156640648841857,0.9008376002311708,0.8912636041641235,7.095853328704834,0.4416980743408203,1.0778316259384155,0.9088128805160522,7.108240604400635,0.7129950523376465,0.8274616003036499,0.6914190649986267,78,8.671212,0.42895505,1,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=-0.166,LOEUF=1.315; pLI=0.0026,PA2 catalyzes the calcium-dependent hydrolysis of the 2-acyl groups in 3-sn-phosphoglycerides.,Metabolism,Group XII secretory phospholipase A2 precursor,PLA2G10(0.976); PLA2G3(0.962); PLA2G2D(0.947); PLA2G2A(0.935); CYP2E1(0.806),False
PLA2G15,6.999289512634277,0.4526543617248535,0.3367372155189514,0.5512664318084717,7.803757190704346,0.7924320101737976,0.6253300905227661,0.5065868496894836,6.143616676330566,0.2281227111816406,0.9420877695083618,0.914608597755432,50,3.3522027,5.7112308,5,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody; small_molecule,NOT_FOUND,not_common_essential; mean_geneEffect=0.041,LOEUF=0.767; pLI=0.0029,Has dual calcium-independent phospholipase and O-acyltransferase activities with a potential role in glycerophospholipid homeostasis and remodeling of acyl groups of lipophilic alcohols present in acidic cellular compartments .,Metabolism,Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase,PNPLA6(0.945); LYPLA1(0.932); PLB1(0.929); PNPLA7(0.929); LCAT(0.905),False
PLA2G4A,6.464703559875488,0.3691986799240112,0.5597243905067444,0.3977192938327789,7.920608997344971,0.9364005327224731,0.6576085686683655,0.7845867872238159,7.881024837493896,0.8192622065544128,0.2584062814712524,0.3684242963790893,92,12.3227,5.199679,4,clinical_target,CANDIDATES: GIRIPLADIB[P2],Tchem,PROTAC_degrader; small_molecule,immune system disorder(0.214),not_common_essential; mean_geneEffect=0.124,LOEUF=0.891; pLI=0.1894,"Has primarily calcium-dependent phospholipase and lysophospholipase activities, with a major role in membrane lipid remodeling and biosynthesis of lipid mediators of the inflammatory response .",Hemostasis; Metabolism; Signal Transduction; Vesicle-mediated transport,Acyl transferase/acyl hydrolase/lysophospholipase; C2 domain superfamily,MAPK1(0.97); PTGS2(0.962); MAPK3(0.956); PLCG2(0.936); PLCG1(0.932),True
PLA2G4C,6.911113262176514,0.8580396771430969,0.8510644435882568,0.5711495280265808,7.973572731018066,0.9750496745109558,0.6239129304885864,0.7080177068710327,7.15893030166626,0.6005696058273315,0.3022346496582031,0.5436813831329346,77,10.593315,4.4783463,2,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody,asthma(0.076),not_common_essential; mean_geneEffect=0.08,LOEUF=1.13; pLI=0.0,"Calcium-independent phospholipase, lysophospholipase and O-acyltransferase involved in phospholipid remodeling with implications in endoplasmic reticulum membrane homeostasis and lipid droplet biogenesis .",Metabolism,Acyl transferase/acyl hydrolase/lysophospholipase,PLCG2(0.912); PLA2G2A(0.91); MAPK3(0.907); MAPK1(0.906); GNAS(0.903),True
PLAC8,7.271430969238281,0.5224764347076416,0.4668439030647278,0.439975380897522,6.545525550842285,0.2907456159591675,1.1397308111190796,0.9133663177490234,7.187969207763672,0.624470591545105,0.4398662447929382,0.3622459769248962,45,5.5405884,-0.32960612,1,no_known_drug,NOT_FOUND,Tbio,antibody,systemic lupus erythematosus(0.188),not_common_essential; mean_geneEffect=-0.199,LOEUF=1.047; pLI=0.3197,"Predicted to enable chromatin binding activity. Predicted to be involved in positive regulation of cold-induced thermogenesis and positive regulation of transcription by RNA polymerase II. Predicted to act upstream of or within several processes, including brown fat cell differentiation; defense res",Developmental Biology; Immune System,PLAC8 motif-containing protein,C12orf57(0.769); POLR3H(0.717); PLSCR1(0.613); TBL1XR1(0.581); POLR3F(0.506),False
PLAC9,6.565878391265869,0.4022393226623535,0.760738730430603,0.7079670429229736,7.550992965698242,0.7239662408828735,0.5016611814498901,0.6762130260467529,7.777445793151856,0.7403016686439514,0.7708295583724976,0.6983647346496582,36,8.825802,4.8441625,4,no_known_drug,NOT_FOUND,Tbio,antibody,asthma(0.223); immune system disorder(0.038),not_common_essential; mean_geneEffect=-0.173,LOEUF=1.668; pLI=0.0001,"Predicted to be located in extracellular region. [provided by Alliance of Genome Resources, Apr 2022]",NOT_FOUND,Placenta-specific protein 9,EMILIN1(0.756); DUXB(0.608); TMEM254(0.608); C14orf119(0.525); ANXA11(0.473),False
PLAUR,6.536625385284424,0.6906188726425171,0.8831181526184082,0.5875622630119324,7.805305957794189,0.8707413077354431,1.0151222944259644,0.8535122871398926,7.23389720916748,0.506652295589447,0.6583988666534424,0.4972988963127136,60,9.082858,3.2494538,2,no_known_drug,NOT_FOUND,Tchem,PROTAC_degrader; antibody; small_molecule,multiple sclerosis(0.14),not_common_essential; mean_geneEffect=-0.089,LOEUF=0.912; pLI=0.0001,GPI-anchored receptor that recruits and activates the urokinase-type plasminogen activator (uPA) at the cell surface.,Hemostasis; Immune System; Metabolism of proteins,Snake toxin-like superfamily,PLAU(0.999); VTN(0.999); SERPINE1(0.994); PLG(0.974); SERPINB2(0.938),True
PLBD2,7.278229236602783,0.5462838411331177,0.5542261600494385,0.6645873785018921,4.739598751068115,0.2724305987358093,0.7940995693206787,0.680876612663269,7.500473976135254,0.6655645966529846,0.4647823572158813,0.5599725246429443,37,10.411688,9.635014,8,no_known_drug,NOT_FOUND,Tbio,PROTAC_degrader; antibody,NOT_FOUND,not_common_essential; mean_geneEffect=0.039,LOEUF=1.046; pLI=0.0,Putative aminopeptidase.,NOT_FOUND,Phospholipase B-like,RALBP1(0.542); ARL6IP6(0.518); RFTN2(0.488); OR8G5(0.47); PLB1(0.468),False
