perturbation,line,EN_global,argmin_depth,oracle_rstar,D_1,D_final,D_min,path_length,direct_displacement,indirectness,nonlin_correction,progression_dip,nonmonotonicity,recovery,effect_size,n_de,n_cells,prog_L0,prog_L1,prog_L2,prog_L3,prog_L4,prog_L5,prog_L6,prog_L7,prog_L8,late_cell_cycle,late_dna_damage,late_translation,late_stress,late_apoptosis,late_interferon,late_mitochondrial,slope_cell_cycle,slope_dna_damage,slope_translation,slope_stress,slope_apoptosis,slope_interferon,slope_mitochondrial
NELFCD,k562,6.4872,6.0,6.0,0.91688,0.94404,0.78041,90.59205,13.19358,6.8664,1.13302,-0.133,1,1.133,2.3874,115,174,-0.206,-0.133,0.0991,0.1266,0.1346,0.1389,0.1447,0.0323,1.0,-0.03332,-0.06691,-0.07983,-0.09221,-0.05769,-0.12964,0.05054,-0.004098,-0.010364,-0.012302,-0.015368,-0.010576,-0.024235,0.007665
NELFE,k562,5.9709,6.0,6.0,0.97837,0.94044,0.81494,90.3586,13.92388,6.4895,1.01885,-0.0189,1,1.0189,2.9569,219,66,-0.0692,-0.0189,0.1005,0.1339,0.1548,0.191,0.2337,0.1387,1.0,-0.03094,-0.04813,-0.03247,-0.1092,-0.04982,-0.16927,0.08989,-0.00166,-0.007682,-0.004991,-0.017233,-0.009003,-0.030165,0.01352
NEMF,k562,6.9015,7.0,7.0,1.00979,1.00861,0.98759,73.74599,11.58074,6.368,1.05881,-0.1036,4,1.1036,2.4187,123,61,-0.1093,-0.0588,-0.0842,-0.088,-0.0946,-0.1036,-0.098,-0.0062,1.0,0.1174,0.02216,0.33282,0.09514,0.03704,-0.0482,-0.08721,0.017167,0.001992,0.050653,0.012956,0.003742,-0.011601,-0.011791
NEPRO,k562,5.5138,3.0,3.0,0.87842,0.88164,0.82381,80.72076,12.90039,6.2572,0.95134,0.0487,4,0.9513,4.518,473,42,-0.0761,0.0487,0.0796,0.0964,0.0939,0.0896,0.081,0.0527,1.0,-0.00853,-0.05956,0.05566,-0.0669,-0.03076,-0.15249,0.01509,0.000509,-0.0083,0.003075,-0.011769,-0.006479,-0.026612,0.003215
NFATC2IP,k562,4.7416,6.0,6.0,0.97987,1.00329,0.97697,71.61139,11.93134,6.002,1.1319,-0.1319,0,1.1319,1.5739,22,103,-0.2139,-0.1319,-0.1218,-0.1186,-0.1126,-0.1122,-0.103,-0.0206,1.0,-0.01851,-0.12187,0.15197,0.00086,-0.01904,-0.09659,-0.12075,-0.003009,-0.019294,0.0222,-0.001818,-0.004565,-0.018494,-0.017657
NFRKB,k562,5.8122,1.0,1.0,0.82427,1.01028,0.82427,73.06797,12.35322,5.9149,1.18701,-0.187,3,1.187,2.1306,92,223,-0.1818,-0.187,-0.1815,-0.1826,-0.1791,-0.1688,-0.181,-0.0919,1.0,-0.057,-0.10426,0.10736,-0.01884,-0.03757,-0.0929,-0.09894,-0.007482,-0.015701,0.01415,-0.003191,-0.006669,-0.018188,-0.013329
NHLRC2,k562,6.8157,1.0,1.0,0.96076,0.99688,0.96076,74.90791,12.31858,6.0809,1.07285,-0.1264,3,1.1264,1.7389,36,90,-0.1548,-0.0729,-0.0729,-0.0919,-0.091,-0.0929,-0.083,-0.1264,1.0,0.06548,0.01815,0.24526,0.06155,0.0225,-0.04333,-0.0714,0.007962,0.001064,0.035252,0.007135,0.001467,-0.011247,-0.0103
NIFK,k562,4.57,2.0,2.0,0.72738,0.8127,0.69959,65.73997,12.58566,5.2234,0.79205,0.1838,6,0.8162,4.1864,321,222,0.0782,0.2079,0.204,0.2007,0.1948,0.1905,0.1894,0.1838,1.0,-0.03477,-0.0483,0.1435,0.01136,-0.01873,-0.07395,0.02543,-0.004711,-0.007383,0.019346,-0.000317,-0.004165,-0.015041,0.003951
NIP7,k562,6.0001,7.0,7.0,0.92761,0.8851,0.7981,63.77897,12.65657,5.0392,1.06997,-0.07,3,1.07,3.217,219,216,-0.122,-0.07,-0.0244,-0.0269,-0.0322,-0.0375,-0.0249,0.0465,1.0,-0.03837,-0.02768,0.11709,0.01707,-0.02511,-0.07295,-0.02666,-0.005674,-0.004974,0.017309,0.001168,-0.005229,-0.015599,-0.003427
NISCH,k562,6.8261,7.0,7.0,0.99469,0.99999,0.89804,74.77588,12.53603,5.9649,0.99124,-0.0043,3,1.0043,1.4576,6,140,-0.0608,0.0088,0.0219,0.0177,0.0211,0.0153,-0.0043,0.0066,1.0,0.05662,-0.03872,0.23828,0.03435,0.0049,-0.0802,-0.10362,0.007118,-0.007357,0.034427,0.004582,-0.000825,-0.016653,-0.013974
NKAP,k562,4.654,5.0,5.0,0.7863,0.86216,0.58937,92.10466,12.6648,7.2725,0.74595,0.1813,3,0.8187,3.8529,363,106,0.1324,0.254,0.455,0.4699,0.4588,0.4672,0.4608,0.1813,1.0,0.02311,-0.06771,0.1856,-0.02787,0.00965,-0.01835,-0.10322,0.003897,-0.010869,0.027213,-0.00518,-0.000241,-0.007219,-0.014567
NLE1,k562,4.7935,2.0,2.0,0.73014,0.82307,0.672,67.91483,12.78544,5.3119,0.79867,0.0601,4,0.9399,3.611,237,396,0.0202,0.2013,0.2119,0.2051,0.2012,0.2032,0.1922,0.0601,1.0,-0.07417,-0.07836,0.22719,-0.00733,-0.05831,-0.08981,0.00319,-0.010716,-0.012227,0.031263,-0.002633,-0.009939,-0.018259,-0.000283
NMD3,k562,4.4939,2.0,2.0,0.87865,0.86611,0.77466,70.88416,12.0426,5.8861,0.80731,0.1927,4,0.8073,3.3892,268,57,0.1468,0.1927,0.2469,0.2225,0.2117,0.2057,0.1996,0.207,1.0,-0.13935,-0.15281,0.19604,-0.03966,-0.07476,-0.12919,0.01756,-0.019213,-0.022557,0.027974,-0.008221,-0.011583,-0.023091,0.002182
NOB1,k562,6.3093,4.0,4.0,0.92652,0.92609,0.9164,78.94713,12.71329,6.2098,0.93451,0.0533,2,0.9467,3.4941,298,45,0.042,0.0655,0.0533,0.0572,0.064,0.0608,0.0619,0.1116,1.0,-0.04208,-0.10678,0.067,-0.02609,-0.04606,-0.08031,-0.06919,-0.0054,-0.015775,0.007677,-0.005171,-0.009044,-0.016741,-0.010027
NOC3L,k562,5.6216,7.0,7.0,0.8205,0.89119,0.75231,63.49483,12.5274,5.0685,1.03337,-0.0334,3,1.0334,3.4441,251,73,-0.148,-0.0334,0.0227,0.014,0.0101,0.0184,0.0187,-0.0165,1.0,-0.05579,-0.05501,0.19449,-0.01682,-0.05846,-0.10054,-0.00214,-0.007664,-0.009006,0.027482,-0.004197,-0.01064,-0.019865,0.000295
NOL12,k562,6.3586,2.0,2.0,0.89507,0.84786,0.82254,64.21501,12.50647,5.1345,0.85635,0.1436,3,0.8564,2.9122,200,83,0.0457,0.1436,0.2084,0.1975,0.1856,0.1864,0.1881,0.1632,1.0,-0.05488,-0.07677,0.1832,-0.01794,-0.04888,-0.08139,-0.0093,-0.008469,-0.012659,0.026605,-0.00455,-0.008701,-0.016208,-0.001477
NOL7,k562,6.7979,7.0,7.0,0.96704,0.99551,0.95025,74.40871,11.8979,6.2539,1.10309,-0.1126,2,1.1126,2.5174,148,55,-0.1276,-0.1031,-0.0993,-0.1106,-0.106,-0.1126,-0.1115,-0.0936,1.0,-0.02619,-0.06851,0.03224,0.01009,-0.00356,-0.04894,-0.05768,-0.002259,-0.010651,0.003591,0.00048,-0.001772,-0.01208,-0.007877
NOL8,k562,5.3394,2.0,2.0,0.84554,0.85015,0.82523,68.33703,11.97733,5.7055,0.84521,0.1316,4,0.8684,3.2866,253,70,0.0236,0.1548,0.1991,0.1871,0.1841,0.1914,0.1858,0.1316,1.0,-0.06382,-0.07419,0.15574,-0.00124,-0.03681,-0.06176,0.04572,-0.010316,-0.012038,0.022285,-0.00314,-0.00667,-0.013625,0.00676
NOLC1,k562,7.2742,8.0,8.0,1.00663,0.97511,0.97511,73.4375,12.52667,5.8625,1.03995,-0.0512,2,1.0512,1.9866,71,112,-0.0767,-0.04,-0.0372,-0.0461,-0.0384,-0.0512,-0.0339,-0.0208,1.0,0.00862,-0.0371,0.12052,0.02446,-0.00367,-0.09467,0.00072,0.001864,-0.005964,0.015744,0.00075,-0.002441,-0.018443,0.000518
NOM1,k562,5.6573,8.0,8.0,0.96264,0.9174,0.9174,75.80521,12.41567,6.1056,0.87682,0.0846,4,0.9154,3.288,256,65,-0.0062,0.1232,0.1216,0.1127,0.1139,0.1096,0.11,0.0846,1.0,0.06355,-0.03789,0.04591,0.01312,0.0209,-0.08336,0.01337,0.010076,-0.005924,0.002142,-0.000597,0.001766,-0.016423,0.001399
NOP10,k562,6.2627,8.0,8.0,0.98278,0.88969,0.88969,73.27914,13.27896,5.5184,0.99011,-0.0143,4,1.0143,2.4749,120,139,-0.092,0.0099,0.0081,0.0053,0.0133,0.0209,0.0004,-0.0143,1.0,0.04849,-0.0393,0.0834,-0.00256,0.00377,-0.0897,0.02853,0.007316,-0.006217,0.008989,-0.003155,-0.00112,-0.018081,0.00475
NOP16,k562,4.6438,2.0,2.0,0.74738,0.80425,0.68705,71.23431,12.84622,5.5452,0.76372,0.1463,4,0.8537,3.8828,302,133,0.0185,0.2363,0.2472,0.2298,0.2166,0.2086,0.2107,0.1463,1.0,-0.02578,-0.05608,0.17941,-0.02123,-0.05296,-0.08192,0.01621,-0.002832,-0.008622,0.023195,-0.005982,-0.010004,-0.016692,0.00221
NPLOC4,k562,5.1854,5.0,5.0,0.73055,0.8397,0.55464,90.35281,12.22634,7.39,0.72254,0.2129,2,0.7871,6.2215,594,52,0.1669,0.2775,0.365,0.3841,0.4361,0.5174,0.4961,0.2129,1.0,-0.03891,-0.07132,0.11882,0.25697,0.05066,-0.0663,0.02844,-0.005965,-0.01139,0.015467,0.038068,0.006874,-0.013608,0.003961
NPM3,k562,6.7863,8.0,8.0,1.03481,0.99477,0.99477,75.58215,11.26373,6.7102,1.01793,-0.0669,3,1.0669,2.2877,100,57,-0.1419,-0.0179,-0.0575,-0.0645,-0.0669,-0.0631,-0.0507,-0.0132,1.0,0.04762,0.00158,0.30242,0.06118,0.01921,-0.04356,-0.06297,0.006853,-0.000895,0.043903,0.007569,0.00146,-0.010157,-0.008967
NRBP1,k562,5.6927,5.0,5.0,0.92476,0.98909,0.85475,82.30122,12.46801,6.601,0.98756,-0.0354,3,1.0354,3.3559,278,62,-0.0294,0.0124,0.0259,0.0408,0.045,0.0359,0.0335,-0.0354,1.0,-0.0408,-0.13321,0.09625,-0.05935,-0.01329,-0.1534,-0.09747,-0.003995,-0.018814,0.013705,-0.009874,-0.003817,-0.026463,-0.013869
NSL1,k562,5.61,7.0,7.0,1.04422,1.01019,0.98614,78.66635,12.7078,6.1904,1.06021,-0.0602,6,1.0602,2.5339,174,55,-0.0131,-0.0602,0.025,0.0228,0.0104,0.0074,-0.0036,-0.0245,1.0,-0.02377,-0.12837,0.10321,-0.05041,-0.00927,-0.08581,-0.06241,-0.002295,-0.019579,0.013297,-0.008416,-0.002959,-0.017309,-0.008444
NSMCE1,k562,6.9492,7.0,7.0,1.02851,0.9932,0.96268,70.06799,11.52062,6.082,1.04856,-0.0486,1,1.0486,2.1745,87,60,-0.089,-0.0486,0.0018,0.0086,0.012,0.0012,0.0064,0.0329,1.0,0.0846,0.03608,0.19615,0.12637,0.03718,-0.03153,-0.05776,0.013155,0.004854,0.028348,0.01753,0.004109,-0.009065,-0.008078
NSMCE2,k562,6.7171,7.0,2.0,0.99261,0.9907,0.98962,79.64195,12.29836,6.4758,1.16684,-0.1668,3,1.1668,1.5684,21,109,-0.0802,-0.1668,-0.0685,-0.0712,-0.0698,-0.0689,-0.0787,-0.0477,1.0,0.02535,-0.09229,0.24167,-0.01324,0.00735,-0.05786,-0.10941,0.004417,-0.014443,0.032384,-0.002346,-0.000418,-0.012511,-0.015954
NSUN4,k562,4.6285,5.0,5.0,0.98693,0.994,0.96516,77.88134,11.33702,6.8696,1.11332,-0.1133,3,1.1133,1.3897,8,151,-0.0992,-0.1133,-0.0539,-0.0527,-0.0407,-0.0377,-0.0411,-0.0884,1.0,0.04617,-0.03831,0.26257,-0.00093,0.01431,-0.07713,-0.11751,0.007271,-0.005762,0.039856,-0.000416,0.001132,-0.015444,-0.016333
NUDC,k562,7.147,1.0,1.0,0.86194,0.98824,0.86194,74.62151,13.26469,5.6256,1.04731,-0.0473,2,1.0473,2.3155,125,110,-0.1016,-0.0473,-0.0329,-0.0283,-0.025,-0.0297,-0.0333,-0.0207,1.0,0.01177,-0.04291,0.09435,0.01484,0.00883,-0.10953,-0.01909,0.004738,-0.006223,0.014561,0.000379,-0.000217,-0.02103,-0.002265
NUDCD3,k562,6.9346,7.0,7.0,1.03807,0.9682,0.96255,75.83022,12.48114,6.0756,1.06227,-0.0631,2,1.0631,2.7146,177,108,-0.1015,-0.0623,-0.0602,-0.0489,-0.0516,-0.0504,-0.0631,-0.0545,1.0,0.02732,-0.06424,0.22996,0.0192,0.04239,-0.05639,-0.07376,0.004992,-0.010318,0.033659,0.00234,0.005019,-0.012586,-0.008952
NUFIP1,k562,6.726,7.0,7.0,1.03908,0.984,0.95032,76.56544,11.35884,6.7406,1.09932,-0.0993,2,1.0993,2.5765,148,57,-0.0906,-0.0993,-0.0974,-0.0852,-0.0924,-0.0859,-0.0728,-0.0068,1.0,-0.04518,-0.08583,0.00514,-0.03247,-0.01105,-0.07793,-0.09067,-0.006607,-0.013889,0.001368,-0.006018,-0.002912,-0.015452,-0.012678
NUP214,k562,6.4846,8.0,8.0,1.08047,0.99345,0.99345,85.80845,13.13886,6.5309,1.10503,-0.1564,1,1.1564,2.1667,52,116,-0.1693,-0.105,-0.1564,-0.1517,-0.1492,-0.1424,-0.1106,-0.0627,1.0,-0.17325,-0.18592,0.15966,-0.05556,-0.05681,-0.09692,-0.11785,-0.018464,-0.02372,0.021643,-0.009655,-0.008775,-0.02024,-0.014117
NUP35,k562,6.5905,8.0,8.0,1.02826,0.98908,0.98908,75.74374,12.93403,5.8562,1.16957,-0.2546,5,1.2546,2.3231,112,63,-0.3257,-0.1696,-0.1973,-0.2224,-0.2345,-0.25,-0.2546,-0.0937,1.0,-0.00837,-0.07138,0.24704,0.01585,-0.04585,-0.09669,-0.11088,-0.000794,-0.01164,0.037478,0.000683,-0.008874,-0.019047,-0.015519
NUP54,k562,6.7206,6.0,6.0,0.97078,0.94446,0.76275,87.5752,13.35202,6.5589,0.9677,0.0153,1,0.9847,3.987,297,266,-0.1009,0.0323,0.0444,0.0497,0.0599,0.0716,0.1305,0.0153,1.0,-0.13043,-0.14364,0.16507,-0.07704,0.00852,-0.11144,-0.03621,-0.016839,-0.021041,0.023348,-0.011752,-0.000339,-0.021622,-0.002434
NUP62,k562,6.0802,6.0,6.0,0.81924,0.87587,0.71368,86.88652,13.19572,6.5844,0.81471,0.14,3,0.86,6.642,587,86,0.0234,0.1853,0.1701,0.14,0.1716,0.2185,0.2707,0.2215,1.0,-0.05916,-0.07013,0.06028,0.0089,-0.01618,-0.11908,0.00759,-0.009008,-0.011184,0.009581,-0.001533,-0.004605,-0.022987,-0.000101
NUP85,k562,6.2688,6.0,6.0,0.99031,0.9401,0.85,84.04466,12.96586,6.482,0.93156,0.0488,4,0.9512,3.4138,274,107,-0.0044,0.0684,0.0647,0.0833,0.0787,0.0595,0.1037,0.0488,1.0,-0.12126,-0.15047,0.07419,-0.02425,-0.02433,-0.11542,-0.09252,-0.013284,-0.020174,0.010552,-0.006339,-0.004708,-0.022023,-0.010387
NVL,k562,4.5403,2.0,2.0,0.82281,0.81884,0.77979,63.58446,12.41364,5.1221,0.78762,0.182,4,0.818,2.9584,192,105,0.0669,0.2124,0.2448,0.2343,0.2235,0.2202,0.2212,0.182,1.0,-0.06641,-0.0611,0.15021,-0.04635,-0.05073,-0.09406,-0.02581,-0.009292,-0.009015,0.020992,-0.008884,-0.008625,-0.018257,-0.004091
OGFOD1,k562,5.6177,2.0,2.0,0.9173,0.96448,0.89452,97.55553,12.96727,7.5232,0.85959,0.0971,4,0.9029,3.7774,297,101,0.124,0.1404,0.1903,0.1906,0.171,0.1665,0.1445,0.0971,1.0,0.1391,-0.06079,0.27007,0.00591,0.01134,-0.05947,0.01767,0.020682,-0.009249,0.037086,-0.001061,0.000246,-0.01239,0.001773
OPA1,k562,6.023,5.0,5.0,0.88153,0.96149,0.85071,80.49165,12.34208,6.5217,0.81087,0.0969,5,0.9031,3.2266,253,53,-0.1092,0.1891,0.1833,0.1167,0.1147,0.1143,0.0969,0.1481,1.0,0.15161,-0.00425,0.19728,0.04229,0.04668,-0.0062,-0.01266,0.018691,-0.004262,0.031388,0.007235,0.004314,-0.006365,-0.003666
ORC4,k562,6.7855,7.0,6.0,1.03098,0.99988,0.99469,73.12823,12.31226,5.9395,0.9745,-0.0082,5,1.0082,1.8452,52,89,0.0757,0.0255,0.0379,0.0234,0.0105,0.0041,-0.0082,0.0424,1.0,0.07193,-0.03066,0.1753,0.06002,0.02885,-0.05772,-0.09959,0.010477,-0.005976,0.0242,0.00702,0.002965,-0.013032,-0.014215
ORC5,k562,6.5464,8.0,8.0,1.12063,0.99578,0.99578,78.81725,11.59718,6.7962,1.04236,-0.0424,4,1.0424,2.2352,106,89,-0.0225,-0.0424,0.0847,0.0862,0.0908,0.0871,0.0834,0.075,1.0,0.07892,-0.02257,0.20729,0.0288,0.02322,-0.0463,-0.06458,0.012724,-0.003671,0.029024,0.002973,0.002029,-0.010439,-0.008518
OSGEP,k562,5.6812,5.0,4.0,1.04478,0.99079,0.98688,75.10355,12.76179,5.885,1.01759,-0.0176,5,1.0176,2.0226,61,63,0.0121,-0.0176,0.0005,-0.0011,0.1577,0.148,0.1184,0.0556,1.0,-0.0592,-0.09554,0.13971,0.05557,-0.07377,-0.12318,0.09778,-0.008391,-0.014468,0.021129,0.00691,-0.012742,-0.022488,0.016167
OSTC,k562,6.398,2.0,2.0,1.00216,1.00356,0.96077,75.25417,11.49626,6.546,1.11315,-0.1132,3,1.1132,1.2909,11,196,-0.1773,-0.1132,-0.0737,-0.0848,-0.0879,-0.095,-0.0841,-0.0587,1.0,-0.07721,-0.08125,0.17621,-0.06587,-0.01062,-0.06055,-0.13534,-0.011261,-0.013109,0.028445,-0.010504,-0.00319,-0.013988,-0.018791
OXA1L,k562,6.0519,5.0,5.0,0.88751,0.93225,0.88008,81.16476,11.9997,6.7639,0.89334,-0.0533,5,1.0533,3.4179,238,305,-0.0169,0.1067,0.066,0.0473,0.0478,0.0405,0.0242,-0.0533,1.0,0.06647,-0.05238,0.37144,0.10323,0.03928,-0.04439,-0.08989,0.007784,-0.009676,0.056756,0.014361,0.003943,-0.011724,-0.009638
PABPN1,k562,3.2147,1.0,1.0,0.84077,0.96545,0.84077,84.21009,13.59916,6.1923,1.0252,-0.1303,3,1.1303,4.1876,306,121,-0.1287,-0.0252,-0.0856,-0.0808,-0.0811,-0.0638,0.0121,-0.1303,1.0,0.02863,-0.05739,-0.09442,-0.06507,0.01171,-0.10608,-0.04819,0.006514,-0.010355,-0.014027,-0.012796,0.001094,-0.018923,-0.006602
PAF1,k562,4.1573,6.0,6.0,0.66933,0.81835,0.64245,115.66063,14.16198,8.167,0.63234,0.2023,4,0.7977,6.917,667,229,0.1611,0.3677,0.2991,0.2879,0.2831,0.2969,0.3237,0.2023,1.0,0.03417,-0.08569,0.26774,-0.04836,0.05682,0.01809,-0.03286,0.007046,-0.011122,0.026195,-0.010032,0.005447,-0.002783,-0.002776
PAM16,k562,2.1283,2.0,2.0,0.64284,0.78417,0.6322,84.39816,13.06074,6.462,0.59091,0.2669,5,0.7331,5.2489,513,50,0.1587,0.4091,0.4127,0.3375,0.3094,0.3022,0.2884,0.2669,1.0,0.11975,0.04258,0.08348,0.03334,0.11891,-0.02217,0.09822,0.013068,0.001517,0.02185,0.00659,0.012467,-0.008366,0.01161
PARN,k562,6.8681,4.0,4.0,0.98374,0.99311,0.98009,77.00226,11.86477,6.49,1.09419,-0.171,5,1.171,1.7219,35,117,-0.0938,-0.0942,-0.1174,-0.1525,-0.1578,-0.1573,-0.171,-0.0252,1.0,0.01325,-0.03328,0.15914,0.00145,0.01137,-0.08132,-0.11077,0.001843,-0.005441,0.021992,-0.000694,-7.7e-05,-0.016481,-0.015338
PAXBP1,k562,5.8855,5.0,5.0,0.84146,0.93687,0.83001,105.80093,13.63291,7.7607,0.845,-0.0056,2,1.0056,3.4861,299,114,-0.0258,0.155,0.1663,0.1383,0.1837,0.1928,0.1941,-0.0056,1.0,0.07716,-0.01399,0.37605,0.12393,0.11368,-0.00278,-0.11934,0.01211,-0.002059,0.054939,0.013051,0.012811,-0.00519,-0.018955
PCBP1,k562,5.1611,1.0,1.0,0.93844,0.97536,0.93844,85.91136,12.53798,6.8521,0.94161,0.0287,4,0.9713,2.5318,153,98,-0.0111,0.0584,0.0545,0.0529,0.0287,0.0287,0.0416,0.0345,1.0,0.06614,-0.07636,0.26559,-0.01538,0.03974,-0.02666,0.01442,0.010336,-0.012502,0.043818,-0.003112,0.005574,-0.007638,0.00337
PCNA,k562,3.2656,6.0,2.0,0.68184,0.81353,0.54788,79.43938,13.39577,5.9302,0.73141,0.1382,2,0.8618,5.729,533,106,0.2063,0.2686,0.3968,0.3987,0.4008,0.3998,0.4009,0.1382,1.0,0.02063,-0.02669,0.07833,0.04264,0.04117,-0.02603,0.0618,0.004245,-0.004615,0.01053,0.005149,0.004216,-0.008059,0.009287
PDAP1,k562,5.6228,5.0,5.0,0.91254,0.99335,0.80689,80.03487,12.88162,6.2131,0.92971,-0.0955,5,1.0955,3.6878,332,46,-0.1638,0.0703,0.0,-0.0026,-0.0465,-0.0541,-0.0955,-0.0542,1.0,-0.01186,-0.12085,0.22943,0.04277,-0.02203,-0.10017,-0.0114,-0.003328,-0.019304,0.034344,0.005679,-0.005242,-0.020134,-0.000268
PDCD11,k562,6.3337,6.0,6.0,0.8381,0.81747,0.80633,74.97311,13.89076,5.3973,0.90382,0.0962,2,0.9038,5.1466,499,95,0.0079,0.0962,0.0996,0.1009,0.1012,0.0991,0.0976,0.1244,1.0,0.05543,0.00223,0.106,-0.00935,-0.03742,-0.09433,0.02906,0.010509,0.00078,0.011606,-0.003517,-0.006422,-0.017426,0.00468
PDCD2,k562,6.7658,4.0,4.0,0.92908,0.94993,0.89751,80.09366,12.42124,6.4481,1.03958,-0.0694,2,1.0694,2.9927,194,69,-0.0403,-0.0396,-0.0694,-0.0604,-0.0355,-0.0175,0.0241,-0.0245,1.0,-0.08736,-0.12471,0.04599,0.00995,-0.04108,-0.06575,-0.08906,-0.010036,-0.018106,0.003036,-0.001035,-0.007562,-0.015497,-0.011428
PDCD6,k562,7.0464,8.0,8.0,1.05648,0.99744,0.99744,72.80243,12.5801,5.7871,1.04675,-0.1774,4,1.1774,1.2353,6,181,-0.1669,-0.0467,-0.0385,-0.0526,-0.0603,-0.0716,-0.0598,-0.1774,1.0,0.06285,-0.01551,0.29015,0.09082,0.02893,-0.0698,-0.07008,0.008165,-0.004421,0.044216,0.0117,0.002444,-0.015613,-0.008977
PDPK1,k562,5.9082,8.0,8.0,1.02728,0.97895,0.97895,74.92093,11.87642,6.3084,1.1763,-0.1763,2,1.1763,2.3318,119,78,-0.1308,-0.1763,-0.1527,-0.1631,-0.1537,-0.1406,-0.1304,-0.125,1.0,-0.04761,-0.08789,0.20755,0.00834,0.00175,-0.04192,-0.08729,-0.006477,-0.013891,0.032943,0.000192,-0.001677,-0.011102,-0.012032
PELP1,k562,5.4238,1.0,1.0,0.87548,0.91612,0.87548,76.35247,13.84217,5.5159,0.8639,-0.0479,4,1.0479,3.8371,319,60,-0.0129,0.1361,0.0946,0.0635,0.0471,0.0486,0.0504,-0.0479,1.0,0.07395,-0.023,0.16217,0.02132,0.00725,-0.06766,0.04895,0.013791,-0.002815,0.022177,0.001048,0.000172,-0.014892,0.006333
PES1,k562,4.7315,2.0,2.0,0.78209,0.83635,0.73474,66.93518,12.50547,5.3525,0.78537,0.1316,4,0.8684,4.1123,358,54,0.0271,0.2146,0.2154,0.2148,0.2067,0.2048,0.2063,0.1316,1.0,-0.04344,-0.07162,0.16976,-0.00746,-0.03798,-0.09063,-0.00212,-0.00605,-0.010671,0.023165,-0.003548,-0.007255,-0.017588,-0.00061
PET117,k562,7.1331,6.0,6.0,0.93371,0.96338,0.92636,74.41958,11.3668,6.5471,0.98073,-0.0568,3,1.0568,2.2249,79,80,-0.0782,0.0193,0.0371,0.082,0.078,0.0698,0.0851,-0.0568,1.0,0.01127,-0.04377,-0.16843,-0.00838,-0.00296,-0.08533,-0.04704,0.00297,-0.005805,-0.025472,-0.002957,-0.001513,-0.017046,-0.005952
PFDN2,k562,3.2555,2.0,2.0,0.83537,0.82695,0.66114,100.61519,14.2684,7.0516,0.88194,0.0707,5,0.9293,4.1854,379,83,0.0127,0.1181,0.2883,0.2776,0.2715,0.2669,0.2492,0.0707,1.0,0.09227,0.08648,0.05079,-0.03749,0.02869,-0.02385,0.04983,0.015917,0.012984,0.001663,-0.008861,0.003211,-0.007388,0.008449
PFDN5,k562,5.9672,5.0,5.0,0.984,0.99392,0.93759,78.42166,11.71426,6.6945,1.04561,-0.075,5,1.075,1.5751,17,101,-0.0009,-0.0456,-0.0555,-0.0633,-0.0668,-0.0134,0.0062,-0.075,1.0,0.00841,-0.08577,0.26835,-0.06159,-0.01094,-0.07799,-0.14715,0.000927,-0.014174,0.038552,-0.009561,-0.00352,-0.015703,-0.021537
PFDN6,k562,3.3073,7.0,7.0,0.99166,0.98472,0.94274,84.43333,12.18218,6.9309,1.03596,-0.036,3,1.036,1.9415,69,93,-0.0656,-0.036,-0.0105,-0.0315,-0.0327,-0.0314,-0.03,-0.0357,1.0,0.02469,-0.03214,0.24959,-0.01135,0.00898,-0.03734,0.00451,0.0044,-0.005612,0.03391,-0.00254,0.000637,-0.009352,0.001824
PFN1,k562,4.9948,8.0,8.0,1.02254,0.99923,0.99923,73.8251,12.68078,5.8218,1.13393,-0.165,2,1.165,2.5229,17,232,-0.1567,-0.1339,-0.1502,-0.165,-0.1534,-0.1431,-0.1341,-0.0933,1.0,-0.04495,-0.12425,0.07538,-0.04295,-0.03,-0.05654,-0.12557,-0.006769,-0.01909,0.009774,-0.006674,-0.005502,-0.013662,-0.017749
PGAM1,k562,6.2625,8.0,8.0,1.05755,0.9899,0.9899,77.68355,12.59456,6.168,1.14891,-0.1521,3,1.1521,2.0847,71,157,-0.1417,-0.1489,-0.1513,-0.1424,-0.1405,-0.1385,-0.1521,-0.1075,1.0,0.02241,-0.08175,0.3285,0.09743,-0.01549,-0.07284,-0.06573,0.001868,-0.013253,0.049421,0.013257,-0.003256,-0.014607,-0.007903
PGD,k562,6.4785,4.0,4.0,0.94122,0.99061,0.93701,76.39126,13.06941,5.845,1.07465,-0.1252,4,1.1252,2.9216,190,98,-0.1682,-0.0746,-0.105,-0.1155,-0.1208,-0.1203,-0.1252,-0.1212,1.0,-0.01034,-0.08758,0.30072,0.0758,0.01693,-0.05287,-0.0775,-0.001225,-0.013485,0.046975,0.010075,0.001688,-0.011914,-0.008012
PGS1,k562,6.0254,6.0,6.0,0.98939,0.99814,0.92087,74.57503,11.44855,6.5139,1.05864,-0.0831,1,1.0831,1.8154,42,103,-0.1682,-0.0586,-0.042,-0.0831,-0.08,-0.077,-0.0732,-0.0541,1.0,-0.03209,-0.08507,0.20557,0.00303,0.00352,-0.03545,0.03406,-0.005616,-0.014257,0.033014,-0.001331,-0.001433,-0.009813,0.006123
